,state,year,count,asc,dsc,asc_deflators
368,mississippi,2004,225,1.0,1.0,1.0
369,mississippi,2005,225,1.0,1.0,1.0
370,mississippi,2006,225,1.0,1.0,1.0
371,mississippi,2007,225,1.0,0.995575221238938,1.0
372,mississippi,2008,226,1.0044444444444445,0.9868995633187773,1.0044444444444445
373,mississippi,2009,229,1.0132743362831858,0.9913419913419913,1.0177777777777777
374,mississippi,2010,231,1.0087336244541485,0.9956896551724138,1.0266666666666666
375,mississippi,2011,232,1.0043290043290043,0.9914529914529915,1.031111111111111
376,mississippi,2012,234,1.0086206896551724,0.9957446808510638,1.04
377,mississippi,2013,235,1.0042735042735043,1.0,1.0444444444444445
378,missouri,2000,345,1.0,1.0,1.0
379,missouri,2001,345,1.0,0.5769230769230769,1.0
380,missouri,2002,598,1.7333333333333334,0.9583333333333334,1.7333333333333334
381,missouri,2003,624,1.0434782608695652,0.9842271293375394,1.808695652173913
382,missouri,2004,634,1.016025641025641,0.9937304075235109,1.8376811594202898
383,missouri,2005,638,1.0063091482649842,0.9891472868217054,1.8492753623188405
384,missouri,2006,645,1.0109717868338557,0.9612518628912071,1.869565217391304
385,missouri,2007,671,1.0403100775193799,0.9853157121879589,1.9449275362318836
386,missouri,2008,681,1.014903129657228,0.998533724340176,1.9739130434782604
387,missouri,2009,682,1.0014684287812041,0.9884057971014493,1.976811594202898
388,missouri,2010,690,1.0117302052785924,0.9899569583931134,1.9999999999999996
389,missouri,2011,697,1.010144927536232,0.9957142857142857,2.0202898550724635
390,missouri,2012,700,1.0043041606886658,1.0,2.0289855072463765
391,missouri,2013,700,1.0,1.0,2.0289855072463765
392,montana,2000,122,1.0,0.991869918699187,1.0
393,montana,2001,123,1.0081967213114753,1.0,1.0081967213114753
394,montana,2002,123,1.0,1.0,1.0081967213114753
395,montana,2003,123,1.0,0.9919354838709677,1.0081967213114753
396,montana,2004,124,1.008130081300813,0.96875,1.0163934426229506
397,montana,2005,128,1.032258064516129,1.0,1.0491803278688523
398,montana,2006,128,1.0,1.0,1.0491803278688523
399,montana,2007,128,1.0,0.9624060150375939,1.0491803278688523
400,montana,2008,133,1.0390625,0.9925373134328358,1.0901639344262293
401,montana,2009,134,1.0075187969924813,1.0,1.0983606557377048
402,montana,2010,134,1.0,0.9852941176470589,1.0983606557377048
403,montana,2011,136,1.0149253731343284,1.0,1.1147540983606556
404,montana,2012,136,1.0,1.0,1.1147540983606556
405,montana,2013,136,1.0,1.0,1.1147540983606556
406,nebraska,2000,322,1.0,1.0,1.0
407,nebraska,2001,322,1.0,0.9938271604938271,1.0
408,nebraska,2002,324,1.0062111801242235,1.0,1.0062111801242235
409,nebraska,2003,324,1.0,0.9938650306748467,1.0062111801242235
410,nebraska,2004,326,1.0061728395061729,1.0,1.0124223602484472
411,nebraska,2005,326,1.0,1.0,1.0124223602484472
412,nebraska,2006,326,1.0,1.0,1.0124223602484472
413,nebraska,2007,326,1.0,0.9969418960244648,1.0124223602484472
414,nebraska,2008,327,1.0030674846625767,0.9969512195121951,1.015527950310559
415,nebraska,2009,328,1.003058103975535,1.0,1.0186335403726707
416,nebraska,2010,328,1.0,0.9939393939393939,1.0186335403726707
417,nebraska,2011,330,1.0060975609756098,1.0,1.0248447204968942
418,nebraska,2012,330,1.0,1.0,1.0248447204968942
419,nebraska,2013,330,1.0,1.0,1.0248447204968942
420,nevada,2000,40,1.0,1.0,1.0
421,nevada,2001,40,1.0,1.0,1.0
422,nevada,2002,40,1.0,1.0,1.0
423,nevada,2003,40,1.0,1.0,1.0
424,nevada,2004,40,1.0,0.975609756097561,1.0
425,nevada,2005,41,1.025,1.0,1.025
426,nevada,2006,41,1.0,1.0,1.025
427,nevada,2007,41,1.0,0.7735849056603774,1.025
428,nevada,2008,53,1.2926829268292683,0.9137931034482759,1.325
429,nevada,2009,58,1.0943396226415094,1.0,1.45
430,nevada,2010,58,1.0,1.0,1.45
431,nevada,2011,58,1.0,1.0,1.45
432,nevada,2012,58,1.0,1.0,1.45
433,nevada,2013,58,1.0,1.0,1.45
434,new hampshire,2000,238,1.0,0.99581589958159,1.0
435,new hampshire,2001,239,1.004201680672269,0.987603305785124,1.004201680672269
436,new hampshire,2002,242,1.0125523012552302,0.968,1.0168067226890758
437,new hampshire,2003,250,1.0330578512396693,0.9881422924901185,1.050420168067227
438,new hampshire,2004,253,1.012,1.0,1.0630252100840336
439,new hampshire,2005,253,1.0,0.9960629921259843,1.0630252100840336
440,new hampshire,2006,254,1.0039525691699605,1.0,1.0672268907563025
441,new hampshire,2007,254,1.0,1.0,1.0672268907563025
442,new hampshire,2008,254,1.0,1.0,1.0672268907563025
443,new hampshire,2009,254,1.0,0.996078431372549,1.0672268907563025
444,new hampshire,2010,255,1.0039370078740157,1.0,1.0714285714285714
445,new hampshire,2011,255,1.0,1.0,1.0714285714285714
446,new hampshire,2012,255,1.0,1.0,1.0714285714285714
447,new hampshire,2013,255,1.0,1.0,1.0714285714285714
448,new jersey,2000,619,1.0,1.0,1.0
449,new jersey,2001,619,1.0,1.0,1.0
450,new jersey,2002,619,1.0,0.9983870967741936,1.0
451,new jersey,2003,620,1.001615508885299,1.0,1.001615508885299
452,new jersey,2004,620,1.0,1.0,1.001615508885299
453,new jersey,2005,620,1.0,1.0,1.001615508885299
454,new jersey,2006,620,1.0,1.0,1.001615508885299
455,new jersey,2007,620,1.0,0.9733124018838305,1.001615508885299
456,new jersey,2008,637,1.0274193548387096,0.9968701095461658,1.0290791599353797
457,new jersey,2009,639,1.0031397174254317,0.9984375,1.0323101777059775
458,new jersey,2010,640,1.001564945226917,1.0,1.0339256865912765
459,new jersey,2011,640,1.0,1.0,1.0339256865912765
460,new jersey,2012,640,1.0,0.9984399375975039,1.0339256865912765
461,new jersey,2013,641,1.0015625,1.0,1.0355411954765752
