,state,ori
0,ALABAMA,AL00112
1,ALASKA,AK00101
2,ALASKA,AK00102
3,ALASKA,AK00103
4,ALASKA,AK00105
5,ALASKA,AK00108
6,ALASKA,AK00109
7,ALASKA,AK00112
8,ALASKA,AK00114
9,ALASKA,AK00116
10,ALASKA,AK00118
11,ALASKA,AK00120
12,ALASKA,AK00122
13,ALASKA,AK00123
14,ALASKA,AK00126
15,ALASKA,AK00127
16,ALASKA,AK00132
17,ALASKA,AK00133
18,ALASKA,AK00142
19,ALASKA,AK00143
20,ALASKA,AK00156
21,ARIZONA,AZ00101
22,ARIZONA,AZ00200
23,ARIZONA,AZ00213
24,ARIZONA,AZ00300
25,ARIZONA,AZ00307
26,ARIZONA,AZ00397
27,ARIZONA,AZ00405
28,ARIZONA,AZ00406
29,ARIZONA,AZ00501
30,ARIZONA,AZ00505
31,ARIZONA,AZ00700
32,ARIZONA,AZ00701
33,ARIZONA,AZ00705
34,ARIZONA,AZ00707
35,ARIZONA,AZ00711
36,ARIZONA,AZ00713
37,ARIZONA,AZ00715
38,ARIZONA,AZ00717
39,ARIZONA,AZ00719
40,ARIZONA,AZ00721
41,ARIZONA,AZ00723
42,ARIZONA,AZ00725
43,ARIZONA,AZ00729
44,ARIZONA,AZ00731
45,ARIZONA,AZ00797
46,ARIZONA,AZ00800
47,ARIZONA,AZ00801
48,ARIZONA,AZ00805
49,ARIZONA,AZ00900
50,ARIZONA,AZ00903
51,ARIZONA,AZ00905
52,ARIZONA,AZ00909
53,ARIZONA,AZ01000
54,ARIZONA,AZ01001
55,ARIZONA,AZ01003
56,ARIZONA,AZ01004
57,ARIZONA,AZ01007
58,ARIZONA,AZ01009
59,ARIZONA,AZ01097
60,ARIZONA,AZ01101
61,ARIZONA,AZ01103
62,ARIZONA,AZ01105
63,ARIZONA,AZ01113
64,ARIZONA,AZ01201
65,ARIZONA,AZ01300
66,ARIZONA,AZ01303
67,ARIZONA,AZ01307
68,ARIZONA,AZ01311
69,ARIZONA,AZ01313
70,ARIZONA,AZ01400
71,ARIZONA,AZ01403
72,ARIZONA,AZ01405
73,ARIZONA,AZCCHPX
74,ARKANSAS,AR00102
75,ARKANSAS,AR00201
76,ARKANSAS,AR00202
77,ARKANSAS,AR00300
78,ARKANSAS,AR00400
79,ARKANSAS,AR00401
80,ARKANSAS,AR00402
81,ARKANSAS,AR00403
82,ARKANSAS,AR00404
83,ARKANSAS,AR00406
84,ARKANSAS,AR00413
85,ARKANSAS,AR00421
86,ARKANSAS,AR00501
87,ARKANSAS,AR00800
88,ARKANSAS,AR00801
89,ARKANSAS,AR00903
90,ARKANSAS,AR01001
91,ARKANSAS,AR01200
92,ARKANSAS,AR01401
93,ARKANSAS,AR01501
94,ARKANSAS,AR01503
95,ARKANSAS,AR01600
96,ARKANSAS,AR01601
97,ARKANSAS,AR01605
98,ARKANSAS,AR01701
99,ARKANSAS,AR01800
100,ARKANSAS,AR01801
101,ARKANSAS,AR01804
102,ARKANSAS,AR01901
103,ARKANSAS,AR02001
104,ARKANSAS,AR02103
105,ARKANSAS,AR02201
106,ARKANSAS,AR02300
107,ARKANSAS,AR02301
108,ARKANSAS,AR02304
109,ARKANSAS,AR02306
110,ARKANSAS,AR02400
111,ARKANSAS,AR02401
112,ARKANSAS,AR02500
113,ARKANSAS,AR02600
114,ARKANSAS,AR02601
115,ARKANSAS,AR02701
116,ARKANSAS,AR02800
117,ARKANSAS,AR02801
118,ARKANSAS,AR02901
119,ARKANSAS,AR03100
120,ARKANSAS,AR03101
121,ARKANSAS,AR03200
122,ARKANSAS,AR03401
123,ARKANSAS,AR03500
124,ARKANSAS,AR03501
125,ARKANSAS,AR03502
126,ARKANSAS,AR03600
127,ARKANSAS,AR04202
128,ARKANSAS,AR04302
129,ARKANSAS,AR04304
130,ARKANSAS,AR04306
131,ARKANSAS,AR04400
132,ARKANSAS,AR04500
133,ARKANSAS,AR04503
134,ARKANSAS,AR04700
135,ARKANSAS,AR04701
136,ARKANSAS,AR04702
137,ARKANSAS,AR04707
138,ARKANSAS,AR05201
139,ARKANSAS,AR05500
140,ARKANSAS,AR05501
141,ARKANSAS,AR05502
142,ARKANSAS,AR05600
143,ARKANSAS,AR05602
144,ARKANSAS,AR05700
145,ARKANSAS,AR05701
146,ARKANSAS,AR05800
147,ARKANSAS,AR05801
148,ARKANSAS,AR06000
149,ARKANSAS,AR06001
150,ARKANSAS,AR06002
151,ARKANSAS,AR06003
152,ARKANSAS,AR06004
153,ARKANSAS,AR06005
154,ARKANSAS,AR06016
155,ARKANSAS,AR06201
156,ARKANSAS,AR06301
157,ARKANSAS,AR06302
158,ARKANSAS,AR06401
159,ARKANSAS,AR06600
160,ARKANSAS,AR06601
161,ARKANSAS,AR06602
162,ARKANSAS,AR06700
163,ARKANSAS,AR06804
164,ARKANSAS,AR06901
165,ARKANSAS,AR07001
166,ARKANSAS,AR07200
167,ARKANSAS,AR07201
168,ARKANSAS,AR07203
169,ARKANSAS,AR07204
170,ARKANSAS,AR07205
171,ARKANSAS,AR07300
172,ARKANSAS,AR07302
173,ARKANSAS,AR07303
174,ARKANSAS,AR07501
175,CALIFORNIA,CA00100
176,CALIFORNIA,CA00101
177,CALIFORNIA,CA00102
178,CALIFORNIA,CA00103
179,CALIFORNIA,CA00104
180,CALIFORNIA,CA00105
181,CALIFORNIA,CA00106
182,CALIFORNIA,CA00107
183,CALIFORNIA,CA00108
184,CALIFORNIA,CA00109
185,CALIFORNIA,CA00111
186,CALIFORNIA,CA00112
187,CALIFORNIA,CA00113
188,CALIFORNIA,CA00114
189,CALIFORNIA,CA00121
190,CALIFORNIA,CA00130
191,CALIFORNIA,CA00197
192,CALIFORNIA,CA00300
193,CALIFORNIA,CA00302
194,CALIFORNIA,CA00303
195,CALIFORNIA,CA00399
196,CALIFORNIA,CA00400
197,CALIFORNIA,CA00403
198,CALIFORNIA,CA00404
199,CALIFORNIA,CA00405
200,CALIFORNIA,CA00497
201,CALIFORNIA,CA00500
202,CALIFORNIA,CA00501
203,CALIFORNIA,CA00600
204,CALIFORNIA,CA00601
205,CALIFORNIA,CA00602
206,CALIFORNIA,CA00700
207,CALIFORNIA,CA00701
208,CALIFORNIA,CA00702
209,CALIFORNIA,CA00703
210,CALIFORNIA,CA00704
211,CALIFORNIA,CA00705
212,CALIFORNIA,CA00706
213,CALIFORNIA,CA00707
214,CALIFORNIA,CA00708
215,CALIFORNIA,CA00709
216,CALIFORNIA,CA00710
217,CALIFORNIA,CA00711
218,CALIFORNIA,CA00712
219,CALIFORNIA,CA00714
220,CALIFORNIA,CA00715
221,CALIFORNIA,CA00716
222,CALIFORNIA,CA00717
223,CALIFORNIA,CA00718
224,CALIFORNIA,CA00723
225,CALIFORNIA,CA00724
226,CALIFORNIA,CA00726
227,CALIFORNIA,CA00734
228,CALIFORNIA,CA00800
229,CALIFORNIA,CA00801
230,CALIFORNIA,CA00900
231,CALIFORNIA,CA00901
232,CALIFORNIA,CA00902
233,CALIFORNIA,CA01000
234,CALIFORNIA,CA01001
235,CALIFORNIA,CA01002
236,CALIFORNIA,CA01003
237,CALIFORNIA,CA01004
238,CALIFORNIA,CA01005
239,CALIFORNIA,CA01006
240,CALIFORNIA,CA01007
241,CALIFORNIA,CA01008
242,CALIFORNIA,CA01012
243,CALIFORNIA,CA01013
244,CALIFORNIA,CA01015
245,CALIFORNIA,CA01017
246,CALIFORNIA,CA01097
247,CALIFORNIA,CA01100
248,CALIFORNIA,CA01101
249,CALIFORNIA,CA01102
250,CALIFORNIA,CA01200
251,CALIFORNIA,CA01201
252,CALIFORNIA,CA01203
253,CALIFORNIA,CA01205
254,CALIFORNIA,CA01207
255,CALIFORNIA,CA01300
256,CALIFORNIA,CA01301
257,CALIFORNIA,CA01302
258,CALIFORNIA,CA01304
259,CALIFORNIA,CA01306
260,CALIFORNIA,CA01401
261,CALIFORNIA,CA01500
262,CALIFORNIA,CA01501
263,CALIFORNIA,CA01502
264,CALIFORNIA,CA01503
265,CALIFORNIA,CA01506
266,CALIFORNIA,CA01507
267,CALIFORNIA,CA01508
268,CALIFORNIA,CA01511
269,CALIFORNIA,CA01600
270,CALIFORNIA,CA01601
271,CALIFORNIA,CA01607
272,CALIFORNIA,CA01700
273,CALIFORNIA,CA01701
274,CALIFORNIA,CA01702
275,CALIFORNIA,CA01800
276,CALIFORNIA,CA01801
277,CALIFORNIA,CA01900
278,CALIFORNIA,CA01901
279,CALIFORNIA,CA01902
280,CALIFORNIA,CA01903
281,CALIFORNIA,CA01904
282,CALIFORNIA,CA01905
283,CALIFORNIA,CA01906
284,CALIFORNIA,CA01907
285,CALIFORNIA,CA01908
286,CALIFORNIA,CA01909
287,CALIFORNIA,CA0190I
288,CALIFORNIA,CA0190K
289,CALIFORNIA,CA0190X
290,CALIFORNIA,CA01910
291,CALIFORNIA,CA01912
292,CALIFORNIA,CA01913
293,CALIFORNIA,CA01914
294,CALIFORNIA,CA01915
295,CALIFORNIA,CA01916
296,CALIFORNIA,CA01917
297,CALIFORNIA,CA01918
298,CALIFORNIA,CA01919
299,CALIFORNIA,CA0191F
300,CALIFORNIA,CA0191H
301,CALIFORNIA,CA0191R
302,CALIFORNIA,CA0191W
303,CALIFORNIA,CA01920
304,CALIFORNIA,CA01921
305,CALIFORNIA,CA01922
306,CALIFORNIA,CA01923
307,CALIFORNIA,CA01924
308,CALIFORNIA,CA01925
309,CALIFORNIA,CA01926
310,CALIFORNIA,CA01927
311,CALIFORNIA,CA01928
312,CALIFORNIA,CA01929
313,CALIFORNIA,CA0192H
314,CALIFORNIA,CA0192J
315,CALIFORNIA,CA0192U
316,CALIFORNIA,CA01931
317,CALIFORNIA,CA01932
318,CALIFORNIA,CA01933
319,CALIFORNIA,CA01934
320,CALIFORNIA,CA01935
321,CALIFORNIA,CA01936
322,CALIFORNIA,CA01937
323,CALIFORNIA,CA01938
324,CALIFORNIA,CA01939
325,CALIFORNIA,CA01940
326,CALIFORNIA,CA01941
327,CALIFORNIA,CA01942
328,CALIFORNIA,CA01943
329,CALIFORNIA,CA01944
330,CALIFORNIA,CA01945
331,CALIFORNIA,CA01946
332,CALIFORNIA,CA01947
333,CALIFORNIA,CA01948
334,CALIFORNIA,CA01949
335,CALIFORNIA,CA01950
336,CALIFORNIA,CA01951
337,CALIFORNIA,CA01952
338,CALIFORNIA,CA01953
339,CALIFORNIA,CA01954
340,CALIFORNIA,CA01955
341,CALIFORNIA,CA01956
342,CALIFORNIA,CA01958
343,CALIFORNIA,CA01959
344,CALIFORNIA,CA01960
345,CALIFORNIA,CA01961
346,CALIFORNIA,CA01962
347,CALIFORNIA,CA01963
348,CALIFORNIA,CA01964
349,CALIFORNIA,CA01965
350,CALIFORNIA,CA01966
351,CALIFORNIA,CA01967
352,CALIFORNIA,CA01968
353,CALIFORNIA,CA01969
354,CALIFORNIA,CA01970
355,CALIFORNIA,CA01971
356,CALIFORNIA,CA01972
357,CALIFORNIA,CA01973
358,CALIFORNIA,CA01974
359,CALIFORNIA,CA01975
360,CALIFORNIA,CA01976
361,CALIFORNIA,CA01977
362,CALIFORNIA,CA01980
363,CALIFORNIA,CA01982
364,CALIFORNIA,CA01984
365,CALIFORNIA,CA01990
366,CALIFORNIA,CA01996
367,CALIFORNIA,CA01997
368,CALIFORNIA,CA02000
369,CALIFORNIA,CA02001
370,CALIFORNIA,CA02002
371,CALIFORNIA,CA02100
372,CALIFORNIA,CA02103
373,CALIFORNIA,CA02105
374,CALIFORNIA,CA02106
375,CALIFORNIA,CA02109
376,CALIFORNIA,CA02110
377,CALIFORNIA,CA02111
378,CALIFORNIA,CA02200
379,CALIFORNIA,CA02300
380,CALIFORNIA,CA02301
381,CALIFORNIA,CA02303
382,CALIFORNIA,CA02304
383,CALIFORNIA,CA02400
384,CALIFORNIA,CA02401
385,CALIFORNIA,CA02402
386,CALIFORNIA,CA02403
387,CALIFORNIA,CA02404
388,CALIFORNIA,CA02405
389,CALIFORNIA,CA02406
390,CALIFORNIA,CA02501
391,CALIFORNIA,CA02600
392,CALIFORNIA,CA02601
393,CALIFORNIA,CA02700
394,CALIFORNIA,CA02701
395,CALIFORNIA,CA02703
396,CALIFORNIA,CA02704
397,CALIFORNIA,CA02705
398,CALIFORNIA,CA02706
399,CALIFORNIA,CA02707
400,CALIFORNIA,CA02708
401,CALIFORNIA,CA02710
402,CALIFORNIA,CA02711
403,CALIFORNIA,CA02712
404,CALIFORNIA,CA02719
405,CALIFORNIA,CA02800
406,CALIFORNIA,CA02801
407,CALIFORNIA,CA02802
408,CALIFORNIA,CA02803
409,CALIFORNIA,CA02900
410,CALIFORNIA,CA02901
411,CALIFORNIA,CA02902
412,CALIFORNIA,CA02908
413,CALIFORNIA,CA03000
414,CALIFORNIA,CA03001
415,CALIFORNIA,CA03002
416,CALIFORNIA,CA03003
417,CALIFORNIA,CA03004
418,CALIFORNIA,CA03005
419,CALIFORNIA,CA03006
420,CALIFORNIA,CA03007
421,CALIFORNIA,CA03008
422,CALIFORNIA,CA03009
423,CALIFORNIA,CA03010
424,CALIFORNIA,CA03011
425,CALIFORNIA,CA03012
426,CALIFORNIA,CA03013
427,CALIFORNIA,CA03014
428,CALIFORNIA,CA03015
429,CALIFORNIA,CA03016
430,CALIFORNIA,CA03017
431,CALIFORNIA,CA03018
432,CALIFORNIA,CA03019
433,CALIFORNIA,CA03020
434,CALIFORNIA,CA03021
435,CALIFORNIA,CA03022
436,CALIFORNIA,CA03023
437,CALIFORNIA,CA03024
438,CALIFORNIA,CA03025
439,CALIFORNIA,CA03026
440,CALIFORNIA,CA03027
441,CALIFORNIA,CA03032
442,CALIFORNIA,CA03035
443,CALIFORNIA,CA03036
444,CALIFORNIA,CA03039
445,CALIFORNIA,CA03042
446,CALIFORNIA,CA03043
447,CALIFORNIA,CA03048
448,CALIFORNIA,CA03049
449,CALIFORNIA,CA03097
450,CALIFORNIA,CA03100
451,CALIFORNIA,CA03101
452,CALIFORNIA,CA03103
453,CALIFORNIA,CA03104
454,CALIFORNIA,CA03105
455,CALIFORNIA,CA03200
456,CALIFORNIA,CA03300
457,CALIFORNIA,CA03301
458,CALIFORNIA,CA03302
459,CALIFORNIA,CA03303
460,CALIFORNIA,CA03305
461,CALIFORNIA,CA03306
462,CALIFORNIA,CA03308
463,CALIFORNIA,CA03309
464,CALIFORNIA,CA03310
465,CALIFORNIA,CA03311
466,CALIFORNIA,CA03312
467,CALIFORNIA,CA03313
468,CALIFORNIA,CA03314
469,CALIFORNIA,CA03315
470,CALIFORNIA,CA03316
471,CALIFORNIA,CA03317
472,CALIFORNIA,CA03318
473,CALIFORNIA,CA03321
474,CALIFORNIA,CA03325
475,CALIFORNIA,CA03330
476,CALIFORNIA,CA03331
477,CALIFORNIA,CA03340
478,CALIFORNIA,CA03341
479,CALIFORNIA,CA03342
480,CALIFORNIA,CA03397
481,CALIFORNIA,CA03400
482,CALIFORNIA,CA03401
483,CALIFORNIA,CA03402
484,CALIFORNIA,CA03404
485,CALIFORNIA,CA03408
486,CALIFORNIA,CA0340H
487,CALIFORNIA,CA03414
488,CALIFORNIA,CA03448
489,CALIFORNIA,CA03496
490,CALIFORNIA,CA03497
491,CALIFORNIA,CA03500
492,CALIFORNIA,CA03501
493,CALIFORNIA,CA03600
494,CALIFORNIA,CA03601
495,CALIFORNIA,CA03602
496,CALIFORNIA,CA03603
497,CALIFORNIA,CA03604
498,CALIFORNIA,CA03605
499,CALIFORNIA,CA03606
500,CALIFORNIA,CA03607
501,CALIFORNIA,CA03608
502,CALIFORNIA,CA03609
503,CALIFORNIA,CA03610
504,CALIFORNIA,CA03612
505,CALIFORNIA,CA03613
506,CALIFORNIA,CA03616
507,CALIFORNIA,CA03620
508,CALIFORNIA,CA03621
509,CALIFORNIA,CA03622
510,CALIFORNIA,CA03623
511,CALIFORNIA,CA03630
512,CALIFORNIA,CA03631
513,CALIFORNIA,CA03632
514,CALIFORNIA,CA03633
515,CALIFORNIA,CA03635
516,CALIFORNIA,CA03639
517,CALIFORNIA,CA03640
518,CALIFORNIA,CA03641
519,CALIFORNIA,CA03650
520,CALIFORNIA,CA03654
521,CALIFORNIA,CA03700
522,CALIFORNIA,CA03701
523,CALIFORNIA,CA03702
524,CALIFORNIA,CA03703
525,CALIFORNIA,CA03704
526,CALIFORNIA,CA03705
527,CALIFORNIA,CA03706
528,CALIFORNIA,CA03707
529,CALIFORNIA,CA03708
530,CALIFORNIA,CA03709
531,CALIFORNIA,CA03710
532,CALIFORNIA,CA03711
533,CALIFORNIA,CA03712
534,CALIFORNIA,CA03713
535,CALIFORNIA,CA03714
536,CALIFORNIA,CA03715
537,CALIFORNIA,CA03725
538,CALIFORNIA,CA03732
539,CALIFORNIA,CA03797
540,CALIFORNIA,CA037A1
541,CALIFORNIA,CA037A2
542,CALIFORNIA,CA037A3
543,CALIFORNIA,CA037A4
544,CALIFORNIA,CA037A5
545,CALIFORNIA,CA03801
546,CALIFORNIA,CA03803
547,CALIFORNIA,CA03805
548,CALIFORNIA,CA03897
549,CALIFORNIA,CA03900
550,CALIFORNIA,CA03901
551,CALIFORNIA,CA03902
552,CALIFORNIA,CA03903
553,CALIFORNIA,CA03904
554,CALIFORNIA,CA03905
555,CALIFORNIA,CA03906
556,CALIFORNIA,CA03915
557,CALIFORNIA,CA04000
558,CALIFORNIA,CA04001
559,CALIFORNIA,CA04002
560,CALIFORNIA,CA04003
561,CALIFORNIA,CA04004
562,CALIFORNIA,CA04005
563,CALIFORNIA,CA04006
564,CALIFORNIA,CA04007
565,CALIFORNIA,CA04008
566,CALIFORNIA,CA04014
567,CALIFORNIA,CA04016
568,CALIFORNIA,CA04100
569,CALIFORNIA,CA04102
570,CALIFORNIA,CA04103
571,CALIFORNIA,CA04104
572,CALIFORNIA,CA04105
573,CALIFORNIA,CA04106
574,CALIFORNIA,CA04109
575,CALIFORNIA,CA04111
576,CALIFORNIA,CA04113
577,CALIFORNIA,CA04114
578,CALIFORNIA,CA04116
579,CALIFORNIA,CA04117
580,CALIFORNIA,CA04119
581,CALIFORNIA,CA04120
582,CALIFORNIA,CA04127
583,CALIFORNIA,CA04200
584,CALIFORNIA,CA04201
585,CALIFORNIA,CA04202
586,CALIFORNIA,CA04203
587,CALIFORNIA,CA04204
588,CALIFORNIA,CA04205
589,CALIFORNIA,CA04210
590,CALIFORNIA,CA04214
591,CALIFORNIA,CA04297
592,CALIFORNIA,CA04300
593,CALIFORNIA,CA04302
594,CALIFORNIA,CA04303
595,CALIFORNIA,CA04304
596,CALIFORNIA,CA04305
597,CALIFORNIA,CA04307
598,CALIFORNIA,CA04308
599,CALIFORNIA,CA04310
600,CALIFORNIA,CA04311
601,CALIFORNIA,CA04312
602,CALIFORNIA,CA04313
603,CALIFORNIA,CA04314
604,CALIFORNIA,CA04316
605,CALIFORNIA,CA04317
606,CALIFORNIA,CA04400
607,CALIFORNIA,CA04401
608,CALIFORNIA,CA04402
609,CALIFORNIA,CA04403
610,CALIFORNIA,CA04404
611,CALIFORNIA,CA04408
612,CALIFORNIA,CA04500
613,CALIFORNIA,CA04501
614,CALIFORNIA,CA04502
615,CALIFORNIA,CA04600
616,CALIFORNIA,CA04700
617,CALIFORNIA,CA04706
618,CALIFORNIA,CA04708
619,CALIFORNIA,CA04709
620,CALIFORNIA,CA04801
621,CALIFORNIA,CA04802
622,CALIFORNIA,CA04803
623,CALIFORNIA,CA04804
624,CALIFORNIA,CA04805
625,CALIFORNIA,CA04806
626,CALIFORNIA,CA04900
627,CALIFORNIA,CA04902
628,CALIFORNIA,CA04903
629,CALIFORNIA,CA04904
630,CALIFORNIA,CA04905
631,CALIFORNIA,CA04906
632,CALIFORNIA,CA04907
633,CALIFORNIA,CA04908
634,CALIFORNIA,CA04915
635,CALIFORNIA,CA05000
636,CALIFORNIA,CA05001
637,CALIFORNIA,CA05002
638,CALIFORNIA,CA05003
639,CALIFORNIA,CA05004
640,CALIFORNIA,CA05005
641,CALIFORNIA,CA05006
642,CALIFORNIA,CA05008
643,CALIFORNIA,CA05009
644,CALIFORNIA,CA05100
645,CALIFORNIA,CA05102
646,CALIFORNIA,CA05200
647,CALIFORNIA,CA05201
648,CALIFORNIA,CA05202
649,CALIFORNIA,CA05300
650,CALIFORNIA,CA05400
651,CALIFORNIA,CA05401
652,CALIFORNIA,CA05402
653,CALIFORNIA,CA05403
654,CALIFORNIA,CA05404
655,CALIFORNIA,CA05405
656,CALIFORNIA,CA05406
657,CALIFORNIA,CA05407
658,CALIFORNIA,CA05408
659,CALIFORNIA,CA05500
660,CALIFORNIA,CA05501
661,CALIFORNIA,CA05600
662,CALIFORNIA,CA05601
663,CALIFORNIA,CA05602
664,CALIFORNIA,CA05603
665,CALIFORNIA,CA05604
666,CALIFORNIA,CA05605
667,CALIFORNIA,CA05606
668,CALIFORNIA,CA05607
669,CALIFORNIA,CA05608
670,CALIFORNIA,CA05609
671,CALIFORNIA,CA05614
672,CALIFORNIA,CA05700
673,CALIFORNIA,CA05701
674,CALIFORNIA,CA05702
675,CALIFORNIA,CA05703
676,CALIFORNIA,CA05704
677,CALIFORNIA,CA05797
678,CALIFORNIA,CA05800
679,CALIFORNIA,CA05801
680,CALIFORNIA,CA05802
681,COLORADO,CO00100
682,COLORADO,CO00101
683,COLORADO,CO00102
684,COLORADO,CO00103
685,COLORADO,CO00104
686,COLORADO,CO00105
687,COLORADO,CO00106
688,COLORADO,CO00108
689,COLORADO,CO00200
690,COLORADO,CO00300
691,COLORADO,CO00301
692,COLORADO,CO00302
693,COLORADO,CO00303
694,COLORADO,CO00307
695,COLORADO,CO00311
696,COLORADO,CO00401
697,COLORADO,CO00704
698,COLORADO,CO00705
699,COLORADO,CO00800
700,COLORADO,CO00801
701,COLORADO,CO00802
702,COLORADO,CO01000
703,COLORADO,CO01001
704,COLORADO,CO01300
705,COLORADO,CO01501
706,COLORADO,CO01602
707,COLORADO,CO01805
708,COLORADO,CO01807
709,COLORADO,CO01900
710,COLORADO,CO01901
711,COLORADO,CO01904
712,COLORADO,CO01906
713,COLORADO,CO02100
714,COLORADO,CO02101
715,COLORADO,CO02103
716,COLORADO,CO02107
717,COLORADO,CO02200
718,COLORADO,CO02201
719,COLORADO,CO02202
720,COLORADO,CO02301
721,COLORADO,CO02302
722,COLORADO,CO02400
723,COLORADO,CO02402
724,COLORADO,CO02601
725,COLORADO,CO02603
726,COLORADO,CO03000
727,COLORADO,CO03001
728,COLORADO,CO03002
729,COLORADO,CO03004
730,COLORADO,CO03005
731,COLORADO,CO03200
732,COLORADO,CO03201
733,COLORADO,CO03301
734,COLORADO,CO03500
735,COLORADO,CO03502
736,COLORADO,CO03503
737,COLORADO,CO03504
738,COLORADO,CO03505
739,COLORADO,CO03701
740,COLORADO,CO03800
741,COLORADO,CO03801
742,COLORADO,CO03900
743,COLORADO,CO03901
744,COLORADO,CO03902
745,COLORADO,CO04101
746,COLORADO,CO04200
747,COLORADO,CO04201
748,COLORADO,CO04300
749,COLORADO,CO04301
750,COLORADO,CO04400
751,COLORADO,CO04401
752,COLORADO,CO04402
753,COLORADO,CO04901
754,COLORADO,CO05000
755,COLORADO,CO05102
756,COLORADO,CO05202
757,COLORADO,CO05301
758,COLORADO,CO05401
759,COLORADO,CO05701
760,COLORADO,CO05900
761,COLORADO,CO06000
762,COLORADO,CO06001
763,COLORADO,CO06002
764,COLORADO,CO06100
765,COLORADO,CO06200
766,COLORADO,CO06201
767,COLORADO,CO06202
768,COLORADO,CO06204
769,COLORADO,CO06207
770,COLORADO,CO06210
771,COLORADO,CO06217
772,COLORADO,CO06401
773,COLORADO,COCSP00
774,COLORADO,CODPD00
775,CONNECTICUT,CT00002
776,CONNECTICUT,CT00004
777,CONNECTICUT,CT00007
778,CONNECTICUT,CT00009
779,CONNECTICUT,CT00011
780,CONNECTICUT,CT00014
781,CONNECTICUT,CT00015
782,CONNECTICUT,CT00017
783,CONNECTICUT,CT00018
784,CONNECTICUT,CT00023
785,CONNECTICUT,CT00027
786,CONNECTICUT,CT00032
787,CONNECTICUT,CT00033
788,CONNECTICUT,CT00034
789,CONNECTICUT,CT00035
790,CONNECTICUT,CT00037
791,CONNECTICUT,CT00042
792,CONNECTICUT,CT00043
793,CONNECTICUT,CT00044
794,CONNECTICUT,CT00047
795,CONNECTICUT,CT00051
796,CONNECTICUT,CT00052
797,CONNECTICUT,CT00054
798,CONNECTICUT,CT00056
799,CONNECTICUT,CT00057
800,CONNECTICUT,CT00059
801,CONNECTICUT,CT00060
802,CONNECTICUT,CT00062
803,CONNECTICUT,CT00076
804,CONNECTICUT,CT00081
805,CONNECTICUT,CT00083
806,CONNECTICUT,CT00085
807,CONNECTICUT,CT00088
808,CONNECTICUT,CT00089
809,CONNECTICUT,CT00090
810,CONNECTICUT,CT00095
811,CONNECTICUT,CT00096
812,CONNECTICUT,CT00097
813,CONNECTICUT,CT00099
814,CONNECTICUT,CT00101
815,CONNECTICUT,CT00103
816,CONNECTICUT,CT00104
817,CONNECTICUT,CT00106
818,CONNECTICUT,CT00107
819,CONNECTICUT,CT00111
820,CONNECTICUT,CT00113
821,CONNECTICUT,CT00116
822,CONNECTICUT,CT00118
823,CONNECTICUT,CT00119
824,CONNECTICUT,CT00124
825,CONNECTICUT,CT00126
826,CONNECTICUT,CT00128
827,CONNECTICUT,CT00131
828,CONNECTICUT,CT00132
829,CONNECTICUT,CT00135
830,CONNECTICUT,CT00137
831,CONNECTICUT,CT00138
832,CONNECTICUT,CT00139
833,CONNECTICUT,CT00140
834,CONNECTICUT,CT00143
835,CONNECTICUT,CT00144
836,CONNECTICUT,CT00146
837,CONNECTICUT,CT00148
838,CONNECTICUT,CT00151
839,CONNECTICUT,CT00152
840,CONNECTICUT,CT00153
841,CONNECTICUT,CT00155
842,CONNECTICUT,CT00156
843,CONNECTICUT,CT00158
844,CONNECTICUT,CT00159
845,CONNECTICUT,CT00161
846,CONNECTICUT,CT00162
847,CONNECTICUT,CT00163
848,CONNECTICUT,CT00164
849,CONNECTICUT,CT00165
850,CONNECTICUT,CT00166
851,CONNECTICUT,CT00167
852,CONNECTICUT,CT00169
853,CONNECTICUT,CT00170
854,CONNECTICUT,CT00185
855,CONNECTICUT,CT00A59
856,CONNECTICUT,CTCSP00
857,DELAWARE,DE00101
858,DELAWARE,DE00102
859,DELAWARE,DE00103
860,DELAWARE,DE00104
861,DELAWARE,DE00106
862,DELAWARE,DE00117
863,DELAWARE,DE00118
864,DELAWARE,DE00123
865,DELAWARE,DE00201
866,DELAWARE,DE00202
867,DELAWARE,DE00203
868,DELAWARE,DE00204
869,DELAWARE,DE00205
870,DELAWARE,DE00206
871,DELAWARE,DE00207
872,DELAWARE,DE00217
873,DELAWARE,DE00301
874,DELAWARE,DE00303
875,DELAWARE,DE00305
876,DELAWARE,DE00306
877,DELAWARE,DE00307
878,DELAWARE,DE00308
879,DELAWARE,DE00310
880,DELAWARE,DE00313
881,DELAWARE,DE00315
882,DELAWARE,DE00316
883,DELAWARE,DE301SP
884,DELAWARE,DE302SP
885,DELAWARE,DE303SP
886,DISTRICT OF COLUMBIA,DCMTP00
887,GEORGIA,GA00500
888,GEORGIA,GA00501
889,GEORGIA,GA00503
890,GEORGIA,GA00700
891,GEORGIA,GA00701
892,GEORGIA,GA00801
893,GEORGIA,GA00806
894,GEORGIA,GA01001
895,GEORGIA,GA01101
896,GEORGIA,GA01200
897,GEORGIA,GA01201
898,GEORGIA,GA01400
899,GEORGIA,GA01401
900,GEORGIA,GA01600
901,GEORGIA,GA01601
902,GEORGIA,GA01604
903,GEORGIA,GA01800
904,GEORGIA,GA02002
905,GEORGIA,GA02202
906,GEORGIA,GA02300
907,GEORGIA,GA02302
908,GEORGIA,GA02502
909,GEORGIA,GA02503
