,state,ori
5218,TEXAS,TX13400
5219,TEXAS,TX13701
5220,TEXAS,TX13900
5221,TEXAS,TX13902
5222,TEXAS,TX14000
5223,TEXAS,TX14003
5224,TEXAS,TX14100
5225,TEXAS,TX14101
5226,TEXAS,TX14200
5227,TEXAS,TX14301
5228,TEXAS,TX14303
5229,TEXAS,TX14400
5230,TEXAS,TX14500
5231,TEXAS,TX14600
5232,TEXAS,TX14601
5233,TEXAS,TX14604
5234,TEXAS,TX14700
5235,TEXAS,TX14703
5236,TEXAS,TX15000
5237,TEXAS,TX15001
5238,TEXAS,TX15200
5239,TEXAS,TX15202
5240,TEXAS,TX15206
5241,TEXAS,TX15401
5242,TEXAS,TX15500
5243,TEXAS,TX15501
5244,TEXAS,TX15504
5245,TEXAS,TX15505
5246,TEXAS,TX15511
5247,TEXAS,TX15512
5248,TEXAS,TX15514
5249,TEXAS,TX15518
5250,TEXAS,TX15801
5251,TEXAS,TX16000
5252,TEXAS,TX16100
5253,TEXAS,TX16101
5254,TEXAS,TX16102
5255,TEXAS,TX16201
5256,TEXAS,TX16300
5257,TEXAS,TX16302
5258,TEXAS,TX16303
5259,TEXAS,TX16400
5260,TEXAS,TX16500
5261,TEXAS,TX16501
5262,TEXAS,TX16601
5263,TEXAS,TX16602
5264,TEXAS,TX16700
5265,TEXAS,TX16901
5266,TEXAS,TX16902
5267,TEXAS,TX17000
5268,TEXAS,TX17001
5269,TEXAS,TX17010
5270,TEXAS,TX17012
5271,TEXAS,TX17101
5272,TEXAS,TX17201
5273,TEXAS,TX17202
5274,TEXAS,TX17400
5275,TEXAS,TX17402
5276,TEXAS,TX17404
5277,TEXAS,TX17500
5278,TEXAS,TX17501
5279,TEXAS,TX17600
5280,TEXAS,TX17700
5281,TEXAS,TX17703
5282,TEXAS,TX17800
5283,TEXAS,TX17802
5284,TEXAS,TX17803
5285,TEXAS,TX17805
5286,TEXAS,TX17901
5287,TEXAS,TX18000
5288,TEXAS,TX18101
5289,TEXAS,TX18102
5290,TEXAS,TX18104
5291,TEXAS,TX18105
5292,TEXAS,TX18200
5293,TEXAS,TX18202
5294,TEXAS,TX18300
5295,TEXAS,TX18301
5296,TEXAS,TX18400
5297,TEXAS,TX18401
5298,TEXAS,TX18403
5299,TEXAS,TX18405
5300,TEXAS,TX18500
5301,TEXAS,TX18600
5302,TEXAS,TX18601
5303,TEXAS,TX18700
5304,TEXAS,TX18702
5305,TEXAS,TX18800
5306,TEXAS,TX18801
5307,TEXAS,TX19000
5308,TEXAS,TX19100
5309,TEXAS,TX19101
5310,TEXAS,TX19200
5311,TEXAS,TX19300
5312,TEXAS,TX19400
5313,TEXAS,TX19502
5314,TEXAS,TX19600
5315,TEXAS,TX19601
5316,TEXAS,TX19800
5317,TEXAS,TX19803
5318,TEXAS,TX19902
5319,TEXAS,TX20100
5320,TEXAS,TX20101
5321,TEXAS,TX20200
5322,TEXAS,TX20301
5323,TEXAS,TX20400
5324,TEXAS,TX20500
5325,TEXAS,TX20501
5326,TEXAS,TX20503
5327,TEXAS,TX20504
5328,TEXAS,TX20505
5329,TEXAS,TX20800
5330,TEXAS,TX20801
5331,TEXAS,TX21000
5332,TEXAS,TX21001
5333,TEXAS,TX21200
5334,TEXAS,TX21202
5335,TEXAS,TX21204
5336,TEXAS,TX21215
5337,TEXAS,TX21300
5338,TEXAS,TX21400
5339,TEXAS,TX21402
5340,TEXAS,TX21403
5341,TEXAS,TX21501
5342,TEXAS,TX21801
5343,TEXAS,TX21903
5344,TEXAS,TX22001
5345,TEXAS,TX22002
5346,TEXAS,TX22004
5347,TEXAS,TX22006
5348,TEXAS,TX22007
5349,TEXAS,TX22009
5350,TEXAS,TX22010
5351,TEXAS,TX22012
5352,TEXAS,TX22013
5353,TEXAS,TX22014
5354,TEXAS,TX22016
5355,TEXAS,TX22020
5356,TEXAS,TX22021
5357,TEXAS,TX22023
5358,TEXAS,TX22024
5359,TEXAS,TX22026
5360,TEXAS,TX22028
5361,TEXAS,TX22029
5362,TEXAS,TX22030
5363,TEXAS,TX22031
5364,TEXAS,TX22032
5365,TEXAS,TX22033
5366,TEXAS,TX22036
5367,TEXAS,TX22040
5368,TEXAS,TX22050
5369,TEXAS,TX22100
5370,TEXAS,TX22101
5371,TEXAS,TX22300
5372,TEXAS,TX22301
5373,TEXAS,TX22500
5374,TEXAS,TX22501
5375,TEXAS,TX22600
5376,TEXAS,TX22601
5377,TEXAS,TX22700
5378,TEXAS,TX22701
5379,TEXAS,TX22702
5380,TEXAS,TX22705
5381,TEXAS,TX22709
5382,TEXAS,TX22711
5383,TEXAS,TX22719
5384,TEXAS,TX22721
5385,TEXAS,TX22724
5386,TEXAS,TX22901
5387,TEXAS,TX23002
5388,TEXAS,TX23100
5389,TEXAS,TX23201
5390,TEXAS,TX23300
5391,TEXAS,TX23301
5392,TEXAS,TX23400
5393,TEXAS,TX23405
5394,TEXAS,TX23500
5395,TEXAS,TX23501
5396,TEXAS,TX23600
5397,TEXAS,TX23601
5398,TEXAS,TX23701
5399,TEXAS,TX23702
5400,TEXAS,TX23707
5401,TEXAS,TX23800
5402,TEXAS,TX23801
5403,TEXAS,TX23900
5404,TEXAS,TX23901
5405,TEXAS,TX24000
5406,TEXAS,TX24001
5407,TEXAS,TX24100
5408,TEXAS,TX24101
5409,TEXAS,TX24102
5410,TEXAS,TX24300
5411,TEXAS,TX24301
5412,TEXAS,TX24304
5413,TEXAS,TX24305
5414,TEXAS,TX24401
5415,TEXAS,TX24500
5416,TEXAS,TX24502
5417,TEXAS,TX24600
5418,TEXAS,TX24604
5419,TEXAS,TX24605
5420,TEXAS,TX24606
5421,TEXAS,TX24609
5422,TEXAS,TX24617
5423,TEXAS,TX24700
5424,TEXAS,TX24701
5425,TEXAS,TX24707
5426,TEXAS,TX24800
5427,TEXAS,TX24900
5428,TEXAS,TX24902
5429,TEXAS,TX25000
5430,TEXAS,TX25005
5431,TEXAS,TX25101
5432,TEXAS,TX25200
5433,TEXAS,TX25201
5434,TEXAS,TX25300
5435,TEXAS,TXDPD00
5436,TEXAS,TXHPD00
5437,TEXAS,TXSPD00
5438,UTAH,UT00100
5439,UTAH,UT00200
5440,UTAH,UT00201
5441,UTAH,UT00300
5442,UTAH,UT00301
5443,UTAH,UT00314
5444,UTAH,UT00400
5445,UTAH,UT00401
5446,UTAH,UT00600
5447,UTAH,UT00601
5448,UTAH,UT00602
5449,UTAH,UT00603
5450,UTAH,UT00604
5451,UTAH,UT00605
5452,UTAH,UT00606
5453,UTAH,UT00607
5454,UTAH,UT00609
5455,UTAH,UT00610
5456,UTAH,UT00611
5457,UTAH,UT00612
5458,UTAH,UT00700
5459,UTAH,UT00800
5460,UTAH,UT01000
5461,UTAH,UT01001
5462,UTAH,UT01100
5463,UTAH,UT01101
5464,UTAH,UT01200
5465,UTAH,UT01201
5466,UTAH,UT01400
5467,UTAH,UT01800
5468,UTAH,UT01802
5469,UTAH,UT01803
5470,UTAH,UT01804
5471,UTAH,UT01805
5472,UTAH,UT01806
5473,UTAH,UT01807
5474,UTAH,UT01812
5475,UTAH,UT01818
5476,UTAH,UT01825
5477,UTAH,UT01828
5478,UTAH,UT01840
5479,UTAH,UT01901
5480,UTAH,UT02100
5481,UTAH,UT02101
5482,UTAH,UT02107
5483,UTAH,UT02200
5484,UTAH,UT02205
5485,UTAH,UT02300
5486,UTAH,UT02301
5487,UTAH,UT02302
5488,UTAH,UT02400
5489,UTAH,UT02401
5490,UTAH,UT02403
5491,UTAH,UT02500
5492,UTAH,UT02501
5493,UTAH,UT02502
5494,UTAH,UT02505
5495,UTAH,UT02506
5496,UTAH,UT02507
5497,UTAH,UT02508
5498,UTAH,UT02509
5499,UTAH,UT02510
5500,UTAH,UT02511
5501,UTAH,UT02514
5502,UTAH,UT02522
5503,UTAH,UT02700
5504,UTAH,UT02701
5505,UTAH,UT02703
5506,UTAH,UT02707
5507,UTAH,UT02710
5508,UTAH,UT02715
5509,UTAH,UT02900
5510,UTAH,UT02901
5511,UTAH,UT02902
5512,UTAH,UT02903
5513,UTAH,UT02905
5514,UTAH,UT02906
5515,UTAH,UT02908
5516,UTAH,UT02911
5517,VERMONT,VT00201
5518,VERMONT,VT00303
5519,VERMONT,VT00402
5520,VERMONT,VT00403
5521,VERMONT,VT00405
5522,VERMONT,VT00406
5523,VERMONT,VT00407
5524,VERMONT,VT00410
5525,VERMONT,VT00600
5526,VERMONT,VT00601
5527,VERMONT,VT00603
5528,VERMONT,VT00800
5529,VERMONT,VT00801
5530,VERMONT,VT00802
5531,VERMONT,VT01001
5532,VERMONT,VT01102
5533,VERMONT,VT01201
5534,VERMONT,VT01203
5535,VERMONT,VT01205
5536,VERMONT,VT01206
5537,VERMONT,VT01302
5538,VERMONT,VT01303
5539,VERMONT,VT01402
5540,VERMONT,VT01403
5541,VERMONT,VT01404
5542,VERMONT,VTVSP01
5543,VERMONT,VTVSP02
5544,VERMONT,VTVSP03
5545,VERMONT,VTVSP04
5546,VERMONT,VTVSP06
5547,VERMONT,VTVSP07
5548,VERMONT,VTVSP08
5549,VERMONT,VTVSP09
5550,VERMONT,VTVSP10
5551,VERMONT,VTVSP11
5552,VERMONT,VTVSP12
5553,VERMONT,VTVSP13
5554,VIRGINIA,VA00100
5555,VIRGINIA,VA00101
5556,VIRGINIA,VA001SP
5557,VIRGINIA,VA00201
5558,VIRGINIA,VA00203
5559,VIRGINIA,VA00300
5560,VIRGINIA,VA00400
5561,VIRGINIA,VA00500
5562,VIRGINIA,VA00600
5563,VIRGINIA,VA00701
5564,VIRGINIA,VA00800
5565,VIRGINIA,VA01000
5566,VIRGINIA,VA01001
5567,VIRGINIA,VA01200
5568,VIRGINIA,VA012SP
5569,VIRGINIA,VA01300
5570,VIRGINIA,VA01400
5571,VIRGINIA,VA014SP
5572,VIRGINIA,VA01500
5573,VIRGINIA,VA01600
5574,VIRGINIA,VA01601
5575,VIRGINIA,VA017SP
5576,VIRGINIA,VA01800
5577,VIRGINIA,VA01801
5578,VIRGINIA,VA018SP
5579,VIRGINIA,VA01900
5580,VIRGINIA,VA02000
5581,VIRGINIA,VA02101
5582,VIRGINIA,VA021SP
5583,VIRGINIA,VA02200
5584,VIRGINIA,VA02201
5585,VIRGINIA,VA02400
5586,VIRGINIA,VA02401
5587,VIRGINIA,VA02500
5588,VIRGINIA,VA02600
5589,VIRGINIA,VA02700
5590,VIRGINIA,VA02800
5591,VIRGINIA,VA02802
5592,VIRGINIA,VA02901
5593,VIRGINIA,VA02902
5594,VIRGINIA,VA02903
5595,VIRGINIA,VA02904
5596,VIRGINIA,VA029SP
5597,VIRGINIA,VA03000
5598,VIRGINIA,VA03002
5599,VIRGINIA,VA030SP
5600,VIRGINIA,VA03200
5601,VIRGINIA,VA03300
5602,VIRGINIA,VA03301
5603,VIRGINIA,VA03400
5604,VIRGINIA,VA034SP
5605,VIRGINIA,VA03500
5606,VIRGINIA,VA03502
5607,VIRGINIA,VA03600
5608,VIRGINIA,VA03700
5609,VIRGINIA,VA03800
5610,VIRGINIA,VA03900
5611,VIRGINIA,VA04000
5612,VIRGINIA,VA04001
5613,VIRGINIA,VA040SP
5614,VIRGINIA,VA04100
5615,VIRGINIA,VA04200
5616,VIRGINIA,VA04201
5617,VIRGINIA,VA042SP
5618,VIRGINIA,VA04301
5619,VIRGINIA,VA04303
5620,VIRGINIA,VA043SP
5621,VIRGINIA,VA04400
5622,VIRGINIA,VA044SP
5623,VIRGINIA,VA04600
5624,VIRGINIA,VA04701
5625,VIRGINIA,VA04800
5626,VIRGINIA,VA04900
5627,VIRGINIA,VA05000
5628,VIRGINIA,VA05100
5629,VIRGINIA,VA05200
5630,VIRGINIA,VA05300
5631,VIRGINIA,VA05301
5632,VIRGINIA,VA05303
5633,VIRGINIA,VA053SP
5634,VIRGINIA,VA05401
5635,VIRGINIA,VA05500
5636,VIRGINIA,VA05600
5637,VIRGINIA,VA05700
5638,VIRGINIA,VA05800
5639,VIRGINIA,VA05802
5640,VIRGINIA,VA05805
5641,VIRGINIA,VA058SP
5642,VIRGINIA,VA06000
5643,VIRGINIA,VA06001
5644,VIRGINIA,VA06003
5645,VIRGINIA,VA06004
5646,VIRGINIA,VA06200
5647,VIRGINIA,VA06300
5648,VIRGINIA,VA06500
5649,VIRGINIA,VA06600
5650,VIRGINIA,VA06700
5651,VIRGINIA,VA06701
5652,VIRGINIA,VA06702
5653,VIRGINIA,VA06800
5654,VIRGINIA,VA06801
5655,VIRGINIA,VA06900
5656,VIRGINIA,VA06901
5657,VIRGINIA,VA07000
5658,VIRGINIA,VA07100
5659,VIRGINIA,VA071SP
5660,VIRGINIA,VA07200
5661,VIRGINIA,VA07300
5662,VIRGINIA,VA07301
5663,VIRGINIA,VA07401
5664,VIRGINIA,VA07501
5665,VIRGINIA,VA07502
5666,VIRGINIA,VA07503
5667,VIRGINIA,VA07506
5668,VIRGINIA,VA075SP
5669,VIRGINIA,VA07700
5670,VIRGINIA,VA07701
5671,VIRGINIA,VA07702
5672,VIRGINIA,VA07800
5673,VIRGINIA,VA07900
5674,VIRGINIA,VA08001
5675,VIRGINIA,VA08003
5676,VIRGINIA,VA08100
5677,VIRGINIA,VA08102
5678,VIRGINIA,VA081SP
5679,VIRGINIA,VA08200
5680,VIRGINIA,VA08300
5681,VIRGINIA,VA08301
5682,VIRGINIA,VA08400
5683,VIRGINIA,VA08401
5684,VIRGINIA,VA08500
5685,VIRGINIA,VA08503
5686,VIRGINIA,VA08504
5687,VIRGINIA,VA085SP
5688,VIRGINIA,VA08600
5689,VIRGINIA,VA08601
5690,VIRGINIA,VA08602
5691,VIRGINIA,VA08603
5692,VIRGINIA,VA086SP
5693,VIRGINIA,VA08700
5694,VIRGINIA,VA08800
5695,VIRGINIA,VA088SP
5696,VIRGINIA,VA08900
5697,VIRGINIA,VA089SP
5698,VIRGINIA,VA09000
5699,VIRGINIA,VA09100
5700,VIRGINIA,VA09200
5701,VIRGINIA,VA09203
5702,VIRGINIA,VA09204
5703,VIRGINIA,VA09300
5704,VIRGINIA,VA09301
5705,VIRGINIA,VA093SP
5706,VIRGINIA,VA09400
5707,VIRGINIA,VA09401
5708,VIRGINIA,VA094SP
5709,VIRGINIA,VA09500
5710,VIRGINIA,VA09600
5711,VIRGINIA,VA09601
5712,VIRGINIA,VA09602
5713,VIRGINIA,VA09606
5714,VIRGINIA,VA096SP
5715,VIRGINIA,VA09700
5716,VIRGINIA,VA09701
5717,VIRGINIA,VA097SP
5718,VIRGINIA,VA09800
5719,VIRGINIA,VA09801
5720,VIRGINIA,VA09900
5721,VIRGINIA,VA10000
5722,VIRGINIA,VA10200
5723,VIRGINIA,VA10300
5724,VIRGINIA,VA10400
5725,VIRGINIA,VA10500
5726,VIRGINIA,VA10600
5727,VIRGINIA,VA10700
5728,VIRGINIA,VA10750
5729,VIRGINIA,VA10800
5730,VIRGINIA,VA10850
5731,VIRGINIA,VA10900
5732,VIRGINIA,VA11000
5733,VIRGINIA,VA11100
5734,VIRGINIA,VA111SP
5735,VIRGINIA,VA11200
5736,VIRGINIA,VA112SP
5737,VIRGINIA,VA11300
5738,VIRGINIA,VA11400
5739,VIRGINIA,VA11500
5740,VIRGINIA,VA11600
5741,VIRGINIA,VA11604
5742,VIRGINIA,VA11700
5743,VIRGINIA,VA117SP
5744,VIRGINIA,VA11800
5745,VIRGINIA,VA11900
5746,VIRGINIA,VA12000
5747,VIRGINIA,VA12100
5748,VIRGINIA,VA12200
5749,VIRGINIA,VA122SP
5750,VIRGINIA,VA12300
5751,VIRGINIA,VA123SP
5752,VIRGINIA,VA12400
5753,VIRGINIA,VA12600
5754,VIRGINIA,VA12700
5755,VIRGINIA,VA12800
5756,VIRGINIA,VA128SP
5757,VIRGINIA,VA12900
5758,VIRGINIA,VA13000
5759,VIRGINIA,VA13001
5760,VIRGINIA,VA13003
5761,VIRGINIA,VA13100
5762,VIRGINIA,VAMWA00
5763,WASHINGTON,WA00101
5764,WASHINGTON,WA00201
5765,WASHINGTON,WA00300
5766,WASHINGTON,WA00301
5767,WASHINGTON,WA00302
5768,WASHINGTON,WA00303
5769,WASHINGTON,WA00305
5770,WASHINGTON,WA00400
5771,WASHINGTON,WA00404
5772,WASHINGTON,WA00503
5773,WASHINGTON,WA00601
5774,WASHINGTON,WA00602
5775,WASHINGTON,WA00603
5776,WASHINGTON,WA00604
5777,WASHINGTON,WA00605
5778,WASHINGTON,WA00800
5779,WASHINGTON,WA00801
5780,WASHINGTON,WA00803
5781,WASHINGTON,WA00804
5782,WASHINGTON,WA00805
5783,WASHINGTON,WA00902
5784,WASHINGTON,WA01000
5785,WASHINGTON,WA01100
5786,WASHINGTON,WA01102
5787,WASHINGTON,WA01200
5788,WASHINGTON,WA01300
5789,WASHINGTON,WA01301
5790,WASHINGTON,WA01302
5791,WASHINGTON,WA01303
5792,WASHINGTON,WA01401
5793,WASHINGTON,WA01403
5794,WASHINGTON,WA01408
5795,WASHINGTON,WA01409
5796,WASHINGTON,WA01500
5797,WASHINGTON,WA01501
5798,WASHINGTON,WA01600
5799,WASHINGTON,WA01601
5800,WASHINGTON,WA01701
5801,WASHINGTON,WA01702
5802,WASHINGTON,WA01704
5803,WASHINGTON,WA01706
5804,WASHINGTON,WA01708
5805,WASHINGTON,WA01709
5806,WASHINGTON,WA01710
5807,WASHINGTON,WA01712
5808,WASHINGTON,WA01714
5809,WASHINGTON,WA01715
5810,WASHINGTON,WA01717
5811,WASHINGTON,WA01718
5812,WASHINGTON,WA01722
5813,WASHINGTON,WA01732
5814,WASHINGTON,WA01736
5815,WASHINGTON,WA01800
5816,WASHINGTON,WA01801
5817,WASHINGTON,WA01804
5818,WASHINGTON,WA01807
5819,WASHINGTON,WA01901
5820,WASHINGTON,WA01902
5821,WASHINGTON,WA02001
5822,WASHINGTON,WA02100
5823,WASHINGTON,WA02101
5824,WASHINGTON,WA02102
5825,WASHINGTON,WA02200
5826,WASHINGTON,WA02300
5827,WASHINGTON,WA02304
5828,WASHINGTON,WA02400
5829,WASHINGTON,WA02403
5830,WASHINGTON,WA02404
5831,WASHINGTON,WA02407
5832,WASHINGTON,WA02500
5833,WASHINGTON,WA02600
5834,WASHINGTON,WA02700
5835,WASHINGTON,WA02701
5836,WASHINGTON,WA02702
5837,WASHINGTON,WA02703
5838,WASHINGTON,WA02704
5839,WASHINGTON,WA02705
5840,WASHINGTON,WA02709
5841,WASHINGTON,WA02711
5842,WASHINGTON,WA02714
5843,WASHINGTON,WA02717
5844,WASHINGTON,WA02718
5845,WASHINGTON,WA02719
5846,WASHINGTON,WA02723
5847,WASHINGTON,WA02724
5848,WASHINGTON,WA02725
5849,WASHINGTON,WA02800
5850,WASHINGTON,WA02900
5851,WASHINGTON,WA02901
5852,WASHINGTON,WA02902
5853,WASHINGTON,WA02903
5854,WASHINGTON,WA03000
5855,WASHINGTON,WA03101
5856,WASHINGTON,WA03102
5857,WASHINGTON,WA03103
5858,WASHINGTON,WA03105
5859,WASHINGTON,WA03106
5860,WASHINGTON,WA03107
5861,WASHINGTON,WA03111
5862,WASHINGTON,WA03112
5863,WASHINGTON,WA03113
5864,WASHINGTON,WA03114
5865,WASHINGTON,WA03119
5866,WASHINGTON,WA03121
5867,WASHINGTON,WA03201
5868,WASHINGTON,WA03206
5869,WASHINGTON,WA03300
5870,WASHINGTON,WA03302
5871,WASHINGTON,WA03402
5872,WASHINGTON,WA03404
5873,WASHINGTON,WA03600
5874,WASHINGTON,WA03601
5875,WASHINGTON,WA03602
5876,WASHINGTON,WA03700
5877,WASHINGTON,WA03701
5878,WASHINGTON,WA03704
5879,WASHINGTON,WA03705
5880,WASHINGTON,WA03707
5881,WASHINGTON,WA03708
5882,WASHINGTON,WA03803
5883,WASHINGTON,WA03805
5884,WASHINGTON,WA03901
5885,WASHINGTON,WA03903
5886,WASHINGTON,WA03906
5887,WASHINGTON,WA03911
5888,WASHINGTON,WADI059
5889,WASHINGTON,WADI064
5890,WEST VIRGINIA,WV00200
5891,WEST VIRGINIA,WV00201
5892,WEST VIRGINIA,WV00400
5893,WEST VIRGINIA,WV00602
5894,WEST VIRGINIA,WV01400
5895,WEST VIRGINIA,WV01700
5896,WEST VIRGINIA,WV01701
5897,WEST VIRGINIA,WV02000
5898,WEST VIRGINIA,WV02002
5899,WEST VIRGINIA,WV02003
5900,WEST VIRGINIA,WV02004
5901,WEST VIRGINIA,WV02006
5902,WEST VIRGINIA,WV02501
5903,WEST VIRGINIA,WV03100
5904,WEST VIRGINIA,WV03101
5905,WEST VIRGINIA,WV03300
5906,WEST VIRGINIA,WV03400
5907,WEST VIRGINIA,WV03402
5908,WEST VIRGINIA,WV03500
5909,WEST VIRGINIA,WV03501
5910,WEST VIRGINIA,WV04100
5911,WEST VIRGINIA,WV04101
5912,WEST VIRGINIA,WVWSP01
5913,WEST VIRGINIA,WVWSP02
5914,WEST VIRGINIA,WVWSP04
5915,WEST VIRGINIA,WVWSP06
5916,WEST VIRGINIA,WVWSP07
5917,WEST VIRGINIA,WVWSP08
5918,WEST VIRGINIA,WVWSP09
5919,WEST VIRGINIA,WVWSP17
5920,WEST VIRGINIA,WVWSP19
5921,WEST VIRGINIA,WVWSP20
5922,WEST VIRGINIA,WVWSP22
5923,WEST VIRGINIA,WVWSP23
5924,WEST VIRGINIA,WVWSP25
5925,WEST VIRGINIA,WVWSP26
5926,WEST VIRGINIA,WVWSP28
5927,WEST VIRGINIA,WVWSP29
5928,WEST VIRGINIA,WVWSP31
5929,WEST VIRGINIA,WVWSP38
5930,WEST VIRGINIA,WVWSP39
5931,WEST VIRGINIA,WVWSP43
5932,WEST VIRGINIA,WVWSP46
5933,WEST VIRGINIA,WVWSP47
5934,WEST VIRGINIA,WVWSP50
5935,WEST VIRGINIA,WVWSP55
5936,WEST VIRGINIA,WVWSP57
5937,WEST VIRGINIA,WVWSP60
5938,WEST VIRGINIA,WVWSP61
5939,WEST VIRGINIA,WVWSP66
5940,WISCONSIN,WI00100
5941,WISCONSIN,WI00300
5942,WISCONSIN,WI00303
5943,WISCONSIN,WI00502
5944,WISCONSIN,WI00700
5945,WISCONSIN,WI00800
5946,WISCONSIN,WI00801
5947,WISCONSIN,WI00802
5948,WISCONSIN,WI00900
5949,WISCONSIN,WI00901
5950,WISCONSIN,WI00904
5951,WISCONSIN,WI00905
5952,WISCONSIN,WI01000
5953,WISCONSIN,WI01100
5954,WISCONSIN,WI01101
5955,WISCONSIN,WI01107
5956,WISCONSIN,WI01300
5957,WISCONSIN,WI01301
5958,WISCONSIN,WI01302
5959,WISCONSIN,WI01303
5960,WISCONSIN,WI01304
5961,WISCONSIN,WI01306
5962,WISCONSIN,WI01310
5963,WISCONSIN,WI01316
5964,WISCONSIN,WI01319
5965,WISCONSIN,WI01370
5966,WISCONSIN,WI01373
5967,WISCONSIN,WI01375
5968,WISCONSIN,WI01376
5969,WISCONSIN,WI01377
5970,WISCONSIN,WI01400
5971,WISCONSIN,WI01401
5972,WISCONSIN,WI01409
5973,WISCONSIN,WI01500
5974,WISCONSIN,WI01501
5975,WISCONSIN,WI01600
5976,WISCONSIN,WI01601
5977,WISCONSIN,WI01700
5978,WISCONSIN,WI01801
5979,WISCONSIN,WI01802
5980,WISCONSIN,WI01805
5981,WISCONSIN,WI02000
5982,WISCONSIN,WI02001
5983,WISCONSIN,WI02002
5984,WISCONSIN,WI02004
5985,WISCONSIN,WI02100
5986,WISCONSIN,WI02200
5987,WISCONSIN,WI02300
5988,WISCONSIN,WI02302
5989,WISCONSIN,WI02303
5990,WISCONSIN,WI02401
5991,WISCONSIN,WI02403
5992,WISCONSIN,WI02501
5993,WISCONSIN,WI02800
5994,WISCONSIN,WI02801
5995,WISCONSIN,WI02802
5996,WISCONSIN,WI02804
5997,WISCONSIN,WI02807
5998,WISCONSIN,WI02900
5999,WISCONSIN,WI02902
6000,WISCONSIN,WI03001
6001,WISCONSIN,WI03002
6002,WISCONSIN,WI03004
6003,WISCONSIN,WI03008
6004,WISCONSIN,WI03100
6005,WISCONSIN,WI03101
6006,WISCONSIN,WI03102
6007,WISCONSIN,WI03104
6008,WISCONSIN,WI03200
6009,WISCONSIN,WI03201
6010,WISCONSIN,WI03202
6011,WISCONSIN,WI03203
6012,WISCONSIN,WI03206
6013,WISCONSIN,WI03207
6014,WISCONSIN,WI03303
6015,WISCONSIN,WI03401
6016,WISCONSIN,WI03502
6017,WISCONSIN,WI03600
6018,WISCONSIN,WI03601
6019,WISCONSIN,WI03602
6020,WISCONSIN,WI03605
6021,WISCONSIN,WI03701
6022,WISCONSIN,WI03703
6023,WISCONSIN,WI03800
6024,WISCONSIN,WI03801
6025,WISCONSIN,WI03802
6026,WISCONSIN,WI03803
6027,WISCONSIN,WI03900
6028,WISCONSIN,WI04102
6029,WISCONSIN,WI04104
6030,WISCONSIN,WI04105
6031,WISCONSIN,WI04108
6032,WISCONSIN,WI04109
6033,WISCONSIN,WI04110
6034,WISCONSIN,WI04112
6035,WISCONSIN,WI04115
6036,WISCONSIN,WI04116
6037,WISCONSIN,WI04118
6038,WISCONSIN,WI04119
6039,WISCONSIN,WI04200
6040,WISCONSIN,WI04302
6041,WISCONSIN,WI04400
6042,WISCONSIN,WI04401
6043,WISCONSIN,WI04500
6044,WISCONSIN,WI04501
6045,WISCONSIN,WI04502
6046,WISCONSIN,WI04509
6047,WISCONSIN,WI04512
6048,WISCONSIN,WI04601
6049,WISCONSIN,WI04603
6050,WISCONSIN,WI04606
6051,WISCONSIN,WI04700
6052,WISCONSIN,WI04801
6053,WISCONSIN,WI04802
6054,WISCONSIN,WI04901
6055,WISCONSIN,WI04902
6056,WISCONSIN,WI04907
6057,WISCONSIN,WI05000
6058,WISCONSIN,WI05002
6059,WISCONSIN,WI05100
6060,WISCONSIN,WI05101
6061,WISCONSIN,WI05102
6062,WISCONSIN,WI05200
6063,WISCONSIN,WI05201
6064,WISCONSIN,WI05202
6065,WISCONSIN,WI05207
6066,WISCONSIN,WI05208
6067,WISCONSIN,WI05400
6068,WISCONSIN,WI05401
6069,WISCONSIN,WI05403
6070,WISCONSIN,WI05408
6071,WISCONSIN,WI05500
6072,WISCONSIN,WI05600
6073,WISCONSIN,WI05601
6074,WISCONSIN,WI05602
6075,WISCONSIN,WI05700
6076,WISCONSIN,WI05701
6077,WISCONSIN,WI05703
6078,WISCONSIN,WI05705
6079,WISCONSIN,WI05800
6080,WISCONSIN,WI05900
6081,WISCONSIN,WI06000
6082,WISCONSIN,WI06001
6083,WISCONSIN,WI06003
6084,WISCONSIN,WI06100
6085,WISCONSIN,WI06200
6086,WISCONSIN,WI06302
6087,WISCONSIN,WI06400
6088,WISCONSIN,WI06403
6089,WISCONSIN,WI06500
6090,WISCONSIN,WI06505
6091,WISCONSIN,WI06507
6092,WISCONSIN,WI06509
6093,WISCONSIN,WI06517
6094,WISCONSIN,WI06600
6095,WISCONSIN,WI06703
6096,WISCONSIN,WI06704
6097,WISCONSIN,WI06707
6098,WISCONSIN,WI06801
6099,WISCONSIN,WI06802
6100,WISCONSIN,WI06803
6101,WISCONSIN,WI06805
6102,WISCONSIN,WI06806
6103,WISCONSIN,WI06807
6104,WISCONSIN,WI06808
6105,WISCONSIN,WI06809
6106,WISCONSIN,WI06814
6107,WISCONSIN,WI06900
6108,WISCONSIN,WI06901
6109,WISCONSIN,WI06903
6110,WISCONSIN,WI07000
6111,WISCONSIN,WI07100
6112,WISCONSIN,WI07101
6113,WISCONSIN,WI07102
6114,WISCONSIN,WI07103
6115,WISCONSIN,WI07105
6116,WISCONSIN,WI07106
6117,WISCONSIN,WI07200
6118,WISCONSIN,WI07201
6119,WISCONSIN,WI07203
6120,WISCONSIN,WIMPD00
6121,WYOMING,WY00100
