,state,agency
1298,california,CA04108
1299,california,CA04109
1300,california,CA04110
1301,california,CA04111
1302,california,CA04113
1303,california,CA04114
1304,california,CA04115
1305,california,CA04116
1306,california,CA04117
1307,california,CA04119
1308,california,CA04120
1309,california,CA04123
1310,california,CA04126
1311,california,CA04127
1312,california,CA04199
1313,california,CA04200
1314,california,CA04201
1315,california,CA04202
1316,california,CA04203
1317,california,CA04204
1318,california,CA04205
1319,california,CA04210
1320,california,CA04212
1321,california,CA04297
1322,california,CA04299
1323,california,CA04300
1324,california,CA04302
1325,california,CA04303
1326,california,CA04304
1327,california,CA04305
1328,california,CA04306
1329,california,CA04307
1330,california,CA04308
1331,california,CA04309
1332,california,CA04310
1333,california,CA04311
1334,california,CA04312
1335,california,CA04313
1336,california,CA04314
1337,california,CA04315
1338,california,CA04316
1339,california,CA04317
1340,california,CA04320
1341,california,CA04321
1342,california,CA04327
1343,california,CA04395
1344,california,CA04399
1345,california,CA04400
1346,california,CA04401
1347,california,CA04402
1348,california,CA04403
1349,california,CA04404
1350,california,CA04408
1351,california,CA04497
1352,california,CA04499
1353,california,CA04500
1354,california,CA04501
1355,california,CA04502
1356,california,CA04599
1357,california,CA04600
1358,california,CA04699
1359,california,CA04700
1360,california,CA04702
1361,california,CA04704
1362,california,CA04705
1363,california,CA04706
1364,california,CA04707
1365,california,CA04708
1366,california,CA04709
1367,california,CA04799
1368,california,CA04800
1369,california,CA04801
1370,california,CA04802
1371,california,CA04803
1372,california,CA04804
1373,california,CA04805
1374,california,CA04806
1375,california,CA04807
1376,california,CA04899
1377,california,CA04900
1378,california,CA04901
1379,california,CA04902
1380,california,CA04903
1381,california,CA04904
1382,california,CA04905
1383,california,CA04906
1384,california,CA04907
1385,california,CA04908
1386,california,CA04909
1387,california,CA04912
1388,california,CA04913
1389,california,CA04914
1390,california,CA04915
1391,california,CA04999
1392,california,CA05000
1393,california,CA05001
1394,california,CA05002
1395,california,CA05003
1396,california,CA05004
1397,california,CA05005
1398,california,CA05006
1399,california,CA05007
1400,california,CA05008
1401,california,CA05009
1402,california,CA05010
1403,california,CA05099
1404,california,CA05100
1405,california,CA05102
1406,california,CA05199
1407,california,CA05200
1408,california,CA05201
1409,california,CA05202
1410,california,CA05299
1411,california,CA05300
1412,california,CA05399
1413,california,CA05400
1414,california,CA05401
1415,california,CA05402
1416,california,CA05403
1417,california,CA05404
1418,california,CA05405
1419,california,CA05406
1420,california,CA05407
1421,california,CA05408
1422,california,CA05411
1423,california,CA05499
1424,california,CA05500
1425,california,CA05501
1426,california,CA05599
1427,california,CA05600
1428,california,CA05601
1429,california,CA05602
1430,california,CA05603
1431,california,CA05604
1432,california,CA05605
1433,california,CA05606
1434,california,CA05607
1435,california,CA05608
1436,california,CA05609
1437,california,CA05613
1438,california,CA05614
1439,california,CA05615
1440,california,CA05617
1441,california,CA05622
1442,california,CA05699
1443,california,CA05700
1444,california,CA05701
1445,california,CA05702
1446,california,CA05703
1447,california,CA05704
1448,california,CA05797
1449,california,CA05799
1450,california,CA05800
1451,california,CA05801
1452,california,CA05802
1453,california,CA05899
1454,california,CA00299
1455,california,CA00306
1456,california,CA00406
1457,california,CA00502
1458,california,CA00503
1459,california,CA00603
1460,california,CA00733
1461,california,CA00903
1462,california,CA01103
1463,california,CA01206
1464,california,CA01209
1465,california,CA01211
1466,california,CA01305
1467,california,CA01308
1468,california,CA01403
1469,california,CA01597
1470,california,CA01605
1471,california,CA01803
1472,california,CA0190I
1473,california,CA0190R
1474,california,CA0191E
1475,california,CA01911
1476,california,CA01930
1477,california,CA02004
1478,california,CA02101
1479,california,CA02112
1480,california,CA02113
1481,california,CA02309
1482,california,CA02408
1483,california,CA02410
1484,california,CA02502
1485,california,CA02714
1486,california,CA02715
1487,california,CA02806
1488,california,CA02808
1489,california,CA02903
1490,california,CA03029
1491,california,CA03034
1492,california,CA03107
1493,california,CA03112
1494,california,CA03203
1495,california,CA03321
1496,california,CA03448
1497,california,CA03503
1498,california,CA03504
1499,california,CA03639
1500,california,CA03654
1501,california,CA03732
1502,california,CA03816
1503,california,CA03819
1504,california,CA03921
1505,california,CA03923
1506,california,CA04018
1507,california,CA04019
1508,california,CA04124
1509,california,CA04207
1510,california,CA04211
1511,california,CA04324
1512,california,CA04336
1513,california,CA04406
1514,california,CA04503
1515,california,CA04602
1516,california,CA04701
1517,california,CA04703
1518,california,CA04710
1519,california,CA04716
1520,california,CA04808
1521,california,CA04910
1522,california,CA04911
1523,california,CA05012
1524,california,CA05104
1525,california,CA05204
1526,california,CA05301
1527,california,CA05410
1528,california,CA05621
1529,california,CA05705
1530,california,CA05803
1531,california,CA00127
1532,california,CA00128
1533,california,CA00129
1534,california,CA00132
1535,california,CA00198
1536,california,CA00301
1537,california,CA00304
1538,california,CA00409
1539,california,CA00411
1540,california,CA00498
1541,california,CA00698
1542,california,CA00719
1543,california,CA00720
1544,california,CA00725
1545,california,CA00798
1546,california,CA00923
1547,california,CA00998
1548,california,CA01009
1549,california,CA01010
1550,california,CA01014
1551,california,CA01018
1552,california,CA01019
1553,california,CA01098
1554,california,CA01210
1555,california,CA01309
1556,california,CA01398
1557,california,CA01504
1558,california,CA01505
1559,california,CA01509
1560,california,CA01510
1561,california,CA01513
1562,california,CA01516
1563,california,CA01517
1564,california,CA01598
1565,california,CA01604
1566,california,CA01698
1567,california,CA01703
1568,california,CA01804
1569,california,CA01898
1570,california,CA0190E
1571,california,CA0190G
1572,california,CA0190H
1573,california,CA0190M
1574,california,CA0190P
1575,california,CA0191B
1576,california,CA0191C
1577,california,CA0192R
1578,california,CA01998
1579,california,CA02003
1580,california,CA02102
1581,california,CA02302
1582,california,CA02305
1583,california,CA02306
1584,california,CA02407
1585,california,CA02409
1586,california,CA02498
1587,california,CA02698
1588,california,CA02716
1589,california,CA02807
1590,california,CA02904
1591,california,CA03028
1592,california,CA03030
1593,california,CA03033
1594,california,CA03098
1595,california,CA03102
1596,california,CA03106
1597,california,CA03201
1598,california,CA03202
1599,california,CA03304
1600,california,CA03307
1601,california,CA03320
1602,california,CA03322
1603,california,CA03326
1604,california,CA03327
1605,california,CA03328
1606,california,CA03337
1607,california,CA03398
1608,california,CA03415
1609,california,CA03423
1610,california,CA03498
1611,california,CA03502
1612,california,CA03505
1613,california,CA03617
1614,california,CA03618
1615,california,CA03619
1616,california,CA03625
1617,california,CA03629
1618,california,CA03698
1619,california,CA03717
1620,california,CA03718
1621,california,CA03723
1622,california,CA03727
1623,california,CA03798
1624,california,CA03800
1625,california,CA03802
1626,california,CA03807
1627,california,CA03808
1628,california,CA03810
1629,california,CA03898
1630,california,CA03909
1631,california,CA03910
1632,california,CA03912
1633,california,CA03914
1634,california,CA03998
1635,california,CA04009
1636,california,CA04112
1637,california,CA04118
1638,california,CA04121
1639,california,CA04198
1640,california,CA04208
1641,california,CA04209
1642,california,CA04298
1643,california,CA04301
1644,california,CA04319
1645,california,CA04325
1646,california,CA04398
1647,california,CA04405
1648,california,CA04407
1649,california,CA04505
1650,california,CA04598
1651,california,CA04601
1652,california,CA04711
1653,california,CA04713
1654,california,CA04809
1655,california,CA04898
1656,california,CA04998
1657,california,CA05011
1658,california,CA05014
1659,california,CA05015
1660,california,CA05098
1661,california,CA05101
1662,california,CA05203
1663,california,CA05409
1664,california,CA05498
1665,california,CA05502
1666,california,CA05610
1667,california,CA05616
1668,california,CA05698
1669,california,CA05706
1670,california,CA05798
1671,california,CA05804
1672,canal zone,CZ00005
1673,colorado,CO00100
1674,colorado,CO00101
1675,colorado,CO00103
1676,colorado,CO00104
1677,colorado,CO00105
1678,colorado,CO00106
1679,colorado,CO00108
1680,colorado,CO00201
1681,colorado,CO00202
1682,colorado,CO00300
1683,colorado,CO00302
1684,colorado,CO00303
1685,colorado,CO00304
1686,colorado,CO00305
1687,colorado,CO00306
1688,colorado,CO00307
1689,colorado,CO00308
1690,colorado,CO00400
1691,colorado,CO00401
1692,colorado,CO00501
1693,colorado,CO00600
1694,colorado,CO00601
1695,colorado,CO00700
1696,colorado,CO00701
1697,colorado,CO00702
1698,colorado,CO00703
1699,colorado,CO00704
1700,colorado,CO00705
1701,colorado,CO00706
1702,colorado,CO00800
1703,colorado,CO00801
1704,colorado,CO00802
1705,colorado,CO01000
1706,colorado,CO01001
1707,colorado,CO01300
1708,colorado,CO01400
1709,colorado,CO01500
1710,colorado,CO01501
1711,colorado,CO01504
1712,colorado,CO01602
1713,colorado,CO01604
1714,colorado,CO01700
1715,colorado,CO01800
1716,colorado,CO01801
1717,colorado,CO01805
1718,colorado,CO01807
1719,colorado,CO01900
1720,colorado,CO01901
1721,colorado,CO01904
1722,colorado,CO01906
1723,colorado,CO02000
1724,colorado,CO02100
1725,colorado,CO02101
1726,colorado,CO02102
1727,colorado,CO02103
1728,colorado,CO02104
1729,colorado,CO02105
1730,colorado,CO02106
1731,colorado,CO02107
1732,colorado,CO02200
1733,colorado,CO02201
1734,colorado,CO02202
1735,colorado,CO02301
1736,colorado,CO02302
1737,colorado,CO02304
1738,colorado,CO02400
1739,colorado,CO02401
1740,colorado,CO02402
1741,colorado,CO02500
1742,colorado,CO02600
1743,colorado,CO02601
1744,colorado,CO02602
1745,colorado,CO02603
1746,colorado,CO02700
1747,colorado,CO02801
1748,colorado,CO03000
1749,colorado,CO03001
1750,colorado,CO03002
1751,colorado,CO03004
1752,colorado,CO03005
1753,colorado,CO03006
1754,colorado,CO03007
1755,colorado,CO03008
1756,colorado,CO03200
1757,colorado,CO03201
1758,colorado,CO03300
1759,colorado,CO03301
1760,colorado,CO03400
1761,colorado,CO03401
1762,colorado,CO03403
1763,colorado,CO03404
1764,colorado,CO03500
1765,colorado,CO03501
1766,colorado,CO03502
1767,colorado,CO03503
1768,colorado,CO03504
1769,colorado,CO03505
1770,colorado,CO03601
1771,colorado,CO03700
1772,colorado,CO03800
1773,colorado,CO03801
1774,colorado,CO03900
1775,colorado,CO03901
1776,colorado,CO03902
1777,colorado,CO03903
1778,colorado,CO04000
1779,colorado,CO04100
1780,colorado,CO04101
1781,colorado,CO04300
1782,colorado,CO04301
1783,colorado,CO04304
1784,colorado,CO04400
1785,colorado,CO04401
1786,colorado,CO04402
1787,colorado,CO04403
1788,colorado,CO04501
1789,colorado,CO04602
1790,colorado,CO04700
1791,colorado,CO04800
1792,colorado,CO04900
1793,colorado,CO04901
1794,colorado,CO04902
1795,colorado,CO05000
1796,colorado,CO05001
1797,colorado,CO05004
1798,colorado,CO05100
1799,colorado,CO05101
1800,colorado,CO05103
1801,colorado,CO05200
1802,colorado,CO05202
1803,colorado,CO05300
1804,colorado,CO05301
1805,colorado,CO05400
1806,colorado,CO05401
1807,colorado,CO05403
1808,colorado,CO05500
1809,colorado,CO05501
1810,colorado,CO05700
1811,colorado,CO05900
1812,colorado,CO05902
1813,colorado,CO05903
1814,colorado,CO05904
1815,colorado,CO06000
1816,colorado,CO06001
1817,colorado,CO06002
1818,colorado,CO06201
1819,colorado,CO06202
1820,colorado,CO06203
1821,colorado,CO06204
1822,colorado,CO06206
1823,colorado,CO06207
1824,colorado,CO06209
1825,colorado,CO06210
1826,colorado,CO06211
1827,colorado,CO06213
1828,colorado,CO06215
1829,colorado,CO06218
1830,colorado,CO06300
1831,colorado,CO06302
1832,colorado,CODPD00
1833,colorado,CO00200
1834,colorado,CO00309
1835,colorado,CO00500
1836,colorado,CO00708
1837,colorado,CO00900
1838,colorado,CO01003
1839,colorado,CO01100
1840,colorado,CO01200
1841,colorado,CO01902
1842,colorado,CO02109
1843,colorado,CO02300
1844,colorado,CO02306
1845,colorado,CO02800
1846,colorado,CO02802
1847,colorado,CO02900
1848,colorado,CO03010
1849,colorado,CO03100
1850,colorado,CO03202
1851,colorado,CO03405
1852,colorado,CO03701
1853,colorado,CO03702
1854,colorado,CO03904
1855,colorado,CO03908
1856,colorado,CO04200
1857,colorado,CO04201
1858,colorado,CO04801
1859,colorado,CO04802
1860,colorado,CO05002
1861,colorado,CO05102
1862,colorado,CO05201
1863,colorado,CO05302
1864,colorado,CO05600
1865,colorado,CO05701
1866,colorado,CO05800
1867,colorado,CO05905
1868,colorado,CO06100
1869,colorado,CO06205
1870,colorado,CO06301
1871,colorado,CO00102
1872,colorado,CO00107
1873,colorado,CO00301
1874,colorado,CO00312
1875,colorado,CO00313
1876,colorado,CO00402
1877,colorado,CO00502
1878,colorado,CO00507
1879,colorado,CO00707
1880,colorado,CO00901
1881,colorado,CO01002
1882,colorado,CO01101
1883,colorado,CO01102
1884,colorado,CO01103
1885,colorado,CO01104
1886,colorado,CO01105
1887,colorado,CO01201
1888,colorado,CO01301
1889,colorado,CO01401
1890,colorado,CO01502
1891,colorado,CO01503
1892,colorado,CO01600
1893,colorado,CO01601
1894,colorado,CO01605
1895,colorado,CO01701
1896,colorado,CO01806
1897,colorado,CO01903
1898,colorado,CO02001
1899,colorado,CO02002
1900,colorado,CO02110
1901,colorado,CO02303
1902,colorado,CO02305
1903,colorado,CO02403
1904,colorado,CO02501
1905,colorado,CO02502
1906,colorado,CO02503
1907,colorado,CO03003
1908,colorado,CO03009
1909,colorado,CO03101
1910,colorado,CO03203
1911,colorado,CO03506
1912,colorado,CO03600
1913,colorado,CO03802
1914,colorado,CO03909
1915,colorado,CO04001
1916,colorado,CO04102
1917,colorado,CO04202
1918,colorado,CO04205
1919,colorado,CO04303
1920,colorado,CO04305
1921,colorado,CO04404
1922,colorado,CO04405
1923,colorado,CO04500
1924,colorado,CO04502
1925,colorado,CO04503
1926,colorado,CO04504
1927,colorado,CO04600
1928,colorado,CO04601
1929,colorado,CO04701
1930,colorado,CO04702
1931,colorado,CO05402
1932,colorado,CO05404
1933,colorado,CO05405
1934,colorado,CO05502
1935,colorado,CO05601
1936,colorado,CO05702
1937,colorado,CO05801
1938,colorado,CO05901
1939,colorado,CO06003
1940,colorado,CO06101
1941,colorado,CO06102
1942,colorado,CO06200
1943,colorado,CO06208
1944,colorado,CO06212
1945,colorado,CO06214
1946,colorado,CO06216
1947,colorado,CO06217
1948,colorado,CO06220
1949,colorado,COCSP00
1950,colorado,COCSP17
1951,colorado,COCSPNO
1952,connecticut,CT00002
1953,connecticut,CT00004
1954,connecticut,CT00007
1955,connecticut,CT00009
1956,connecticut,CT00011
1957,connecticut,CT00014
1958,connecticut,CT00015
1959,connecticut,CT00017
1960,connecticut,CT00018
1961,connecticut,CT00023
1962,connecticut,CT00025
1963,connecticut,CT00027
1964,connecticut,CT00032
1965,connecticut,CT00033
1966,connecticut,CT00034
1967,connecticut,CT00035
1968,connecticut,CT00037
1969,connecticut,CT00042
1970,connecticut,CT00043
1971,connecticut,CT00044
1972,connecticut,CT00046
1973,connecticut,CT00047
1974,connecticut,CT00049
1975,connecticut,CT00051
1976,connecticut,CT00052
1977,connecticut,CT00054
1978,connecticut,CT00056
1979,connecticut,CT00057
1980,connecticut,CT00059
1981,connecticut,CT00060
1982,connecticut,CT00062
1983,connecticut,CT00064
1984,connecticut,CT00076
1985,connecticut,CT00077
1986,connecticut,CT00080
1987,connecticut,CT00081
1988,connecticut,CT00083
1989,connecticut,CT00084
1990,connecticut,CT00085
1991,connecticut,CT00088
1992,connecticut,CT00089
1993,connecticut,CT00090
1994,connecticut,CT00093
1995,connecticut,CT00094
1996,connecticut,CT00095
1997,connecticut,CT00096
1998,connecticut,CT00097
1999,connecticut,CT00099
2000,connecticut,CT00101
2001,connecticut,CT00103
2002,connecticut,CT00104
2003,connecticut,CT00106
2004,connecticut,CT00107
2005,connecticut,CT00109
2006,connecticut,CT00110
2007,connecticut,CT00111
2008,connecticut,CT00113
2009,connecticut,CT00116
2010,connecticut,CT00118
2011,connecticut,CT00119
2012,connecticut,CT00124
2013,connecticut,CT00126
2014,connecticut,CT00128
2015,connecticut,CT00131
2016,connecticut,CT00132
2017,connecticut,CT00135
2018,connecticut,CT00137
2019,connecticut,CT00138
2020,connecticut,CT00139
2021,connecticut,CT00140
2022,connecticut,CT00143
2023,connecticut,CT00144
2024,connecticut,CT00146
2025,connecticut,CT00148
2026,connecticut,CT00151
2027,connecticut,CT00152
2028,connecticut,CT00153
2029,connecticut,CT00155
2030,connecticut,CT00156
2031,connecticut,CT00157
2032,connecticut,CT00158
2033,connecticut,CT00159
